Store,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,,,,
7,18-05-2012," ? 4,68,428.30 ",No,49.41,3.84,197.56,8.09,,,,
7,25-05-2012," ? 5,32,739.77 ",No,50.60,3.80,197.59,8.09,,,,
7,01-06-2012," ? 5,98,495.02 ",No,55.06,3.76,197.62,8.09,,,,
7,08-06-2012," ? 6,42,963.75 ",No,63.07,3.74,197.66,8.09,,,,
7,15-06-2012," ? 6,66,942.02 ",No,59.33,3.72,197.69,8.09,,,,
7,22-06-2012," ? 6,87,344.68 ",No,63.69,3.74,197.74,8.09,,,,
7,29-06-2012," ? 7,04,335.41 ",No,68.84,3.69,197.79,8.09,,,,
7,06-07-2012," ? 8,05,642.61 ",No,64.67,3.65,197.83,7.87,,,,
7,13-07-2012," ? 6,94,150.89 ",No,64.21,3.61,197.88,7.87,,,,
7,20-07-2012," ? 6,86,345.69 ",No,62.87,3.59,197.93,7.87,,,,
7,27-07-2012," ? 6,86,365.40 ",No,64.60,3.57,197.98,7.87,,,,
7,03-08-2012," ? 6,80,954.81 ",No,61.83,3.53,198.03,7.87,,,,
7,10-08-2012," ? 6,75,926.30 ",No,63.41,3.51,198.08,7.87,,,,
7,17-08-2012," ? 6,42,450.40 ",No,59.66,3.55,198.10,7.87,,,,
7,24-08-2012," ? 6,09,099.37 ",No,59.27,3.56,198.10,7.87,,,,
7,31-08-2012," ? 5,86,467.16 ",No,60.46,3.56,198.10,7.87,,,,
7,07-09-2012," ? 5,97,876.55 ",Yes,57.84,3.60,198.10,7.87,,,,
7,14-09-2012," ? 5,41,120.20 ",No,53.66,3.66,198.13,7.87,,,,
7,21-09-2012," ? 5,30,842.25 ",No,51.77,3.77,198.36,7.87,,,,
7,28-09-2012," ? 5,25,545.76 ",No,50.64,3.79,198.59,7.87,,,,
7,05-10-2012," ? 5,05,830.56 ",No,48.43,3.78,198.82,7.56,,,,
7,12-10-2012," ? 5,03,463.93 ",No,41.43,3.76,199.05,7.56,,,,
7,19-10-2012," ? 5,16,424.83 ",No,43.01,3.75,199.15,7.56,,,,
7,26-10-2012," ? 4,95,543.28 ",No,42.53,3.69,199.22,7.56,,,,
8,05-02-2010," ? 10,04,137.09 ",No,34.14,2.57,214.47,6.30,,,,
8,12-02-2010," ? 9,94,801.40 ",Yes,33.34,2.55,214.62,6.30,,,,
8,19-02-2010," ? 9,63,960.37 ",No,39.10,2.51,214.67,6.30,,,,
8,26-02-2010," ? 8,47,592.11 ",No,37.91,2.56,214.69,6.30,,,,
8,05-03-2010," ? 8,81,503.95 ",No,45.64,2.63,214.72,6.30,,,,
8,12-03-2010," ? 8,60,336.16 ",No,49.76,2.67,214.75,6.30,,,,
8,19-03-2010," ? 8,39,911.00 ",No,47.26,2.72,214.58,6.30,,,,
8,26-03-2010," ? 7,72,539.12 ",No,46.51,2.73,214.37,6.30,,,,
8,02-04-2010," ? 9,14,500.91 ",No,60.18,2.72,214.16,6.29,,,,
8,09-04-2010," ? 9,16,033.92 ",No,59.25,2.77,213.96,6.29,,,,
8,16-04-2010," ? 8,82,917.12 ",No,62.66,2.81,213.82,6.29,,,,
8,23-04-2010," ? 8,50,440.26 ",No,56.10,2.80,213.77,6.29,,,,
8,30-04-2010," ? 7,78,672.64 ",No,61.01,2.78,213.72,6.29,,,,
8,07-05-2010," ? 9,16,820.96 ",No,62.68,2.84,213.67,6.29,,,,
8,14-05-2010," ? 8,73,337.84 ",No,61.35,2.85,213.67,6.29,,,,
8,21-05-2010," ? 8,18,333.21 ",No,66.03,2.83,213.96,6.29,,,,
8,28-05-2010," ? 8,68,041.56 ",No,74.71,2.76,214.25,6.29,,,,
8,04-06-2010," ? 9,58,225.41 ",No,75.71,2.71,214.54,6.29,,,,
8,11-06-2010," ? 9,14,835.86 ",No,82.21,2.67,214.83,6.29,,,,
8,18-06-2010," ? 8,69,922.56 ",No,78.79,2.64,214.83,6.29,,,,
8,25-06-2010," ? 8,14,919.11 ",No,81.78,2.65,214.71,6.29,,,,
8,02-07-2010," ? 8,52,333.75 ",No,74.78,2.67,214.59,6.32,,,,
8,09-07-2010," ? 8,45,289.77 ",No,72.49,2.64,214.47,6.32,,,,
8,16-07-2010," ? 8,48,630.57 ",No,77.49,2.62,214.46,6.32,,,,
8,23-07-2010," ? 7,85,515.88 ",No,78.29,2.61,214.60,6.32,,,,
8,30-07-2010," ? 7,87,295.09 ",No,76.02,2.64,214.74,6.32,,,,
8,06-08-2010," ? 8,93,399.77 ",No,80.37,2.63,214.88,6.32,,,,
8,13-08-2010," ? 8,67,919.21 ",No,80.11,2.69,215.02,6.32,,,,
8,20-08-2010," ? 8,70,676.44 ",No,79.36,2.66,214.98,6.32,,,,
8,27-08-2010," ? 8,88,816.78 ",No,74.92,2.62,214.94,6.32,,,,
8,03-09-2010," ? 8,99,036.47 ",No,76.14,2.58,214.89,6.32,,,,
8,10-09-2010," ? 8,31,425.20 ",Yes,74.34,2.57,214.85,6.32,,,,
8,17-09-2010," ? 8,36,707.85 ",No,75.32,2.58,214.88,6.32,,,,
8,24-09-2010," ? 7,73,725.08 ",No,72.21,2.62,214.95,6.32,,,,
8,01-10-2010," ? 8,04,105.49 ",No,68.70,2.60,215.03,6.43,,,,
8,08-10-2010," ? 8,70,349.86 ",No,62.94,2.63,215.11,6.43,,,,
8,15-10-2010," ? 8,26,546.96 ",No,62.59,2.72,215.18,6.43,,,,
8,22-10-2010," ? 8,36,419.14 ",No,62.86,2.73,215.22,6.43,,,,
8,29-10-2010," ? 8,30,756.76 ",No,57.93,2.72,215.27,6.43,,,,
8,05-11-2010," ? 9,27,266.34 ",No,55.76,2.69,215.32,6.43,,,,
8,12-11-2010," ? 9,11,538.98 ",No,54.89,2.73,215.37,6.43,,,,
8,19-11-2010," ? 8,85,608.04 ",No,43.86,2.77,215.25,6.43,,,,
8,26-11-2010," ? 12,61,693.16 ",Yes,51.07,2.74,215.11,6.43,,,,
8,03-12-2010," ? 9,52,766.93 ",No,42.85,2.71,214.96,6.43,,,,
8,10-12-2010," ? 10,69,061.63 ",No,42.47,2.84,214.82,6.43,,,,
8,17-12-2010," ? 12,20,579.55 ",No,45.03,2.87,214.75,6.43,,,,
8,24-12-2010," ? 15,11,641.09 ",No,45.67,2.89,214.75,6.43,,,,
8,31-12-2010," ? 7,73,586.49 ",Yes,41.47,2.94,214.74,6.43,,,,
8,07-01-2011," ? 8,73,065.23 ",No,35.77,2.98,214.74,6.26,,,,
8,14-01-2011," ? 8,09,646.66 ",No,31.62,2.98,214.79,6.26,,,,
8,21-01-2011," ? 8,22,668.23 ",No,42.06,3.02,215.17,6.26,,,,
8,28-01-2011," ? 7,82,256.66 ",No,39.26,3.01,215.55,6.26,,,,
8,04-02-2011," ? 9,44,594.78 ",No,24.48,2.99,215.93,6.26,,,,
8,11-02-2011," ? 9,96,147.39 ",Yes,28.26,3.02,216.31,6.26,,,,
8,18-02-2011," ? 10,65,108.64 ",No,50.64,3.05,216.63,6.26,,,,
8,25-02-2011," ? 9,17,317.15 ",No,51.29,3.07,216.92,6.26,,,,
8,04-03-2011," ? 9,35,266.43 ",No,53.18,3.29,217.22,6.26,,,,
8,11-03-2011," ? 9,00,387.29 ",No,49.14,3.46,217.51,6.26,,,,
8,18-03-2011," ? 8,98,289.14 ",No,56.68,3.49,217.77,6.26,,,,
8,25-03-2011," ? 8,27,968.36 ",No,59.74,3.47,218.01,6.26,,,,
8,01-04-2011," ? 8,78,762.30 ",No,49.86,3.52,218.26,6.30,,,,
8,08-04-2011," ? 9,49,825.83 ",No,65.62,3.62,218.50,6.30,,,,
8,15-04-2011," ? 9,08,278.74 ",No,63.55,3.74,218.73,6.30,,,,
8,22-04-2011," ? 9,37,473.13 ",No,65.11,3.81,218.90,6.30,,,,
8,29-04-2011," ? 8,55,014.77 ",No,62.29,3.81,219.07,6.30,,,,
8,06-05-2011," ? 9,41,457.34 ",No,58.92,3.91,219.24,6.30,,,,
8,13-05-2011," ? 8,95,763.41 ",No,72.96,3.90,219.42,6.30,,,,
8,20-05-2011," ? 8,36,049.89 ",No,65.54,3.91,219.17,6.30,,,,
8,27-05-2011," ? 8,57,939.41 ",No,73.14,3.79,218.93,6.30,,,,
8,03-06-2011," ? 9,29,222.16 ",No,82.05,3.70,218.69,6.30,,,,
8,10-06-2011," ? 8,97,309.41 ",No,82.21,3.65,218.45,6.30,,,,
8,17-06-2011," ? 9,22,048.41 ",No,84.73,3.64,218.40,6.30,,,,
8,24-06-2011," ? 8,64,881.24 ",No,83.94,3.59,218.50,6.30,,,,
8,01-07-2011," ? 8,83,683.35 ",No,87.26,3.52,218.59,6.43,,,,
8,08-07-2011," ? 8,61,965.12 ",No,83.57,3.48,218.69,6.43,,,,
8,15-07-2011," ? 8,49,925.37 ",No,84.26,3.58,218.77,6.43,,,,
8,22-07-2011," ? 8,29,902.42 ",No,85.46,3.65,218.83,6.43,,,,
8,29-07-2011," ? 8,07,082.19 ",No,86.46,3.68,218.89,6.43,,,,
8,05-08-2011," ? 8,92,393.77 ",No,85.15,3.68,218.95,6.43,,,,
8,12-08-2011," ? 8,56,796.10 ",No,86.05,3.64,219.01,6.43,,,,
8,19-08-2011," ? 8,95,066.50 ",No,82.92,3.55,219.07,6.43,,,,
8,26-08-2011," ? 9,12,542.82 ",No,84.69,3.52,219.13,6.43,,,,
8,02-09-2011," ? 8,91,387.14 ",No,84.77,3.53,219.20,6.43,,,,
8,09-09-2011," ? 8,48,358.09 ",Yes,69.01,3.55,219.26,6.43,,,,
8,16-09-2011," ? 8,70,971.82 ",No,69.09,3.53,219.44,6.43,,,,
8,23-09-2011," ? 8,06,444.29 ",No,68.72,3.47,219.79,6.43,,,,
8,30-09-2011," ? 8,09,049.37 ",No,72.20,3.36,220.13,6.43,,,,
8,07-10-2011," ? 9,29,976.55 ",No,67.61,3.29,220.48,6.12,,,,
8,14-10-2011," ? 8,63,188.26 ",No,61.74,3.27,220.80,6.12,,,,
8,21-10-2011," ? 9,05,984.49 ",No,59.97,3.35,220.96,6.12,,,,
8,28-10-2011," ? 8,76,712.31 ",No,56.86,3.37,221.13,6.12,,,,
8,04-11-2011," ? 9,47,815.05 ",No,49.68,3.33,221.29,6.12,,,,
8,11-11-2011," ? 9,17,088.48 ",No,50.56,3.30,221.46,6.12,,,,
8,18-11-2011," ? 8,97,032.19 ",No,51.72,3.31,221.69,6.12,,,,
8,25-11-2011," ? 12,35,163.86 ",Yes,49.61,3.24,221.95,6.12,,,,
8,02-12-2011," ? 9,86,601.46 ",No,40.82,3.17,222.21,6.12,,,,
8,09-12-2011," ? 10,51,922.95 ",No,30.51,3.16,222.47,6.12,,,,
8,16-12-2011," ? 11,18,163.94 ",No,39.79,3.16,222.69,6.12,,,,
8,23-12-2011," ? 14,62,254.05 ",No,38.16,3.11,222.87,6.12,,,,
8,30-12-2011," ? 8,58,572.22 ",Yes,36.33,3.13,223.06,6.12,,,,
8,06-01-2012," ? 8,72,113.23 ",No,43.47,3.16,223.24,5.83,,,,
8,13-01-2012," ? 8,17,661.76 ",No,36.46,3.26,223.42,5.83,,,,
8,20-01-2012," ? 8,13,954.82 ",No,46.81,3.27,223.52,5.83,,,,
8,27-01-2012," ? 7,78,178.53 ",No,45.52,3.29,223.61,5.83,,,,
8,03-02-2012," ? 9,27,610.69 ",No,45.56,3.36,223.71,5.83,,,,
8,10-02-2012," ? 10,21,400.42 ",Yes,35.71,3.41,223.80,5.83,,,,
8,17-02-2012," ? 10,96,232.89 ",No,37.51,3.51,223.97,5.83,,,,
8,24-02-2012," ? 9,28,537.54 ",No,46.33,3.56,224.18,5.83,,,,
8,02-03-2012," ? 9,52,264.91 ",No,50.95,3.63,224.40,5.83,,,,
8,09-03-2012," ? 9,60,115.56 ",No,49.59,3.67,224.61,5.83,,,,
8,16-03-2012," ? 9,21,178.39 ",No,56.63,3.73,224.77,5.83,,,,
8,23-03-2012," ? 8,74,223.25 ",No,52.90,3.79,224.84,5.83,,,,
8,30-03-2012," ? 9,05,935.29 ",No,66.69,3.85,224.91,5.83,,,,
8,06-04-2012," ? 10,46,816.59 ",No,62.18,3.89,224.99,5.68,,,,
8,13-04-2012," ? 9,09,989.45 ",No,65.19,3.89,225.06,5.68,,,,
8,20-04-2012," ? 8,72,288.46 ",No,63.59,3.88,225.12,5.68,,,,
8,27-04-2012," ? 8,79,448.25 ",No,70.34,3.81,225.17,5.68,,,,
8,04-05-2012," ? 9,37,232.09 ",No,73.96,3.75,225.23,5.68,,,,
8,11-05-2012," ? 9,20,128.89 ",No,64.96,3.69,225.28,5.68,,,,
8,18-05-2012," ? 9,13,922.01 ",No,64.16,3.63,225.30,5.68,,,,
8,25-05-2012," ? 8,95,157.44 ",No,76.11,3.56,225.30,5.68,,,,
8,01-06-2012," ? 9,21,161.20 ",No,78.31,3.50,225.30,5.68,,,,
8,08-06-2012," ? 9,28,820.00 ",No,74.28,3.45,225.30,5.68,,,,
8,15-06-2012," ? 9,16,918.70 ",No,77.14,3.39,225.31,5.68,,,,
8,22-06-2012," ? 8,99,449.65 ",No,78.85,3.35,225.36,5.68,,,,
8,29-06-2012," ? 8,78,298.22 ",No,84.47,3.29,225.40,5.68,,,,
8,06-07-2012," ? 9,36,205.50 ",No,81.24,3.23,225.44,5.40,,,,
8,13-07-2012," ? 8,90,488.01 ",No,78.46,3.26,225.48,5.40,,,,
8,20-07-2012," ? 8,88,834.07 ",No,79.94,3.31,225.49,5.40,,,,
8,27-07-2012," ? 8,38,227.52 ",No,81.71,3.41,225.50,5.40,,,,
8,03-08-2012," ? 8,97,076.73 ",No,85.06,3.42,225.51,5.40,,,,
8,10-08-2012," ? 9,30,745.69 ",No,83.74,3.49,225.52,5.40,,,,
8,17-08-2012," ? 8,96,613.19 ",No,81.21,3.57,225.61,5.40,,,,
8,24-08-2012," ? 9,36,373.65 ",No,73.77,3.62,225.74,5.40,,,,
8,31-08-2012," ? 9,76,137.73 ",No,75.33,3.64,225.88,5.40,,,,
8,07-09-2012," ? 9,32,160.37 ",Yes,80.87,3.73,226.02,5.40,,,,
8,14-09-2012," ? 8,83,569.38 ",No,67.21,3.72,226.16,5.40,,,,
8,21-09-2012," ? 8,57,796.45 ",No,66.96,3.72,226.36,5.40,,,,
8,28-09-2012," ? 8,84,724.41 ",No,71.10,3.67,226.57,5.40,,,,
8,05-10-2012," ? 9,76,436.02 ",No,61.41,3.62,226.77,5.12,,,,
8,12-10-2012," ? 9,27,511.99 ",No,55.03,3.60,226.97,5.12,,,,
8,19-10-2012," ? 9,00,309.75 ",No,62.99,3.59,227.02,5.12,,,,
8,26-10-2012," ? 8,91,671.44 ",No,64.74,3.51,227.04,5.12,,,,
9,05-02-2010," ? 5,49,505.55 ",No,38.01,2.57,214.66,6.42,,,,
9,12-02-2010," ? 5,52,677.48 ",Yes,37.08,2.55,214.81,6.42,,,,
9,19-02-2010," ? 5,11,327.90 ",No,43.06,2.51,214.85,6.42,,,,
9,26-02-2010," ? 4,73,773.27 ",No,43.83,2.56,214.88,6.42,,,,
9,05-03-2010," ? 5,07,297.88 ",No,48.43,2.63,214.91,6.42,,,,
9,12-03-2010," ? 4,94,145.80 ",No,55.76,2.67,214.93,6.42,,,,
9,19-03-2010," ? 4,85,744.61 ",No,53.15,2.72,214.76,6.42,,,,
9,26-03-2010," ? 4,84,946.56 ",No,51.80,2.73,214.55,6.42,,,,
9,02-04-2010," ? 5,45,206.32 ",No,65.21,2.72,214.35,6.38,,,,
9,09-04-2010," ? 5,29,384.31 ",No,64.95,2.77,214.14,6.38,,,,
9,16-04-2010," ? 4,85,764.32 ",No,66.09,2.81,214.00,6.38,,,,
9,23-04-2010," ? 4,88,683.57 ",No,61.26,2.80,213.95,6.38,,,,
9,30-04-2010," ? 4,91,723.42 ",No,66.07,2.78,213.90,6.38,,,,
9,07-05-2010," ? 5,26,128.61 ",No,68.58,2.84,213.85,6.38,,,,
9,14-05-2010," ? 4,92,792.80 ",No,70.53,2.85,213.85,6.38,,,,
9,21-05-2010," ? 5,06,274.94 ",No,71.50,2.83,214.14,6.38,,,,
9,28-05-2010," ? 5,58,143.53 ",No,77.12,2.76,214.43,6.38,,,,
9,04-06-2010," ? 5,86,061.46 ",No,79.65,2.71,214.73,6.38,,,,
9,11-06-2010," ? 5,22,715.68 ",No,83.75,2.67,215.02,6.38,,,,
9,18-06-2010," ? 5,13,073.87 ",No,82.99,2.64,215.02,6.38,,,,
9,25-06-2010," ? 5,09,263.28 ",No,85.02,2.65,214.90,6.38,,,,
9,02-07-2010," ? 5,28,832.54 ",No,78.55,2.67,214.78,6.44,,,,
9,09-07-2010," ? 4,85,389.15 ",No,78.51,2.64,214.66,6.44,,,,
9,16-07-2010," ? 4,74,030.51 ",No,82.93,2.62,214.65,6.44,,,,
9,23-07-2010," ? 4,62,676.50 ",No,84.49,2.61,214.79,6.44,,,,
9,30-07-2010," ? 4,68,675.19 ",No,79.83,2.64,214.93,6.44,,,,
9,06-08-2010," ? 5,22,815.45 ",No,87.09,2.63,215.06,6.44,,,,
9,13-08-2010," ? 4,81,897.98 ",No,86.85,2.69,215.20,6.44,,,,
9,20-08-2010," ? 4,99,325.38 ",No,86.30,2.66,215.16,6.44,,,,
9,27-08-2010," ? 5,06,789.66 ",No,84.01,2.62,215.12,6.44,,,,
9,03-09-2010," ? 5,11,049.06 ",No,82.47,2.58,215.08,6.44,,,,
9,10-09-2010," ? 4,84,835.20 ",Yes,77.70,2.57,215.04,6.44,,,,
9,17-09-2010," ? 4,63,448.59 ",No,81.19,2.58,215.06,6.44,,,,
9,24-09-2010," ? 4,52,905.22 ",No,77.15,2.62,215.14,6.44,,,,
9,01-10-2010," ? 4,95,692.19 ",No,69.08,2.60,215.21,6.56,,,,
9,08-10-2010," ? 5,05,069.21 ",No,65.35,2.63,215.29,6.56,,,,
9,15-10-2010," ? 4,54,769.68 ",No,67.36,2.72,215.36,6.56,,,,
9,22-10-2010," ? 4,66,322.76 ",No,69.99,2.73,215.41,6.56,,,,
9,29-10-2010," ? 5,08,801.61 ",No,64.43,2.72,215.46,6.56,,,,
9,05-11-2010," ? 5,17,869.97 ",No,58.69,2.69,215.51,6.56,,,,
9,12-11-2010," ? 5,20,846.68 ",No,61.59,2.73,215.56,6.56,,,,
9,19-11-2010," ? 5,19,823.30 ",No,49.96,2.77,215.44,6.56,,,,
9,26-11-2010," ? 7,68,070.53 ",Yes,60.18,2.74,215.29,6.56,,,,
9,03-12-2010," ? 5,78,164.82 ",No,49.89,2.71,215.14,6.56,,,,
9,10-12-2010," ? 6,18,121.82 ",No,46.10,2.84,215.00,6.56,,,,
9,17-12-2010," ? 6,85,243.20 ",No,49.70,2.87,214.93,6.56,,,,
9,24-12-2010," ? 8,73,347.55 ",No,50.93,2.89,214.93,6.56,,,,
9,31-12-2010," ? 4,59,770.85 ",Yes,45.92,2.94,214.93,6.56,,,,
9,07-01-2011," ? 4,90,981.78 ",No,41.82,2.98,214.92,6.42,,,,
9,14-01-2011," ? 4,58,086.69 ",No,36.43,2.98,214.97,6.42,,,,
9,21-01-2011," ? 4,54,021.69 ",No,44.72,3.02,215.36,6.42,,,,
9,28-01-2011," ? 4,63,561.48 ",No,43.90,3.01,215.74,6.42,,,,
9,04-02-2011," ? 5,44,612.28 ",No,31.82,2.99,216.12,6.42,,,,
9,11-02-2011," ? 5,55,279.02 ",Yes,34.13,3.02,216.50,6.42,,,,
9,18-02-2011," ? 6,10,985.56 ",No,58.50,3.05,216.82,6.42,,,,
9,25-02-2011," ? 5,13,107.20 ",No,59.01,3.07,217.11,6.42,,,,
9,04-03-2011," ? 5,42,016.18 ",No,60.67,3.29,217.40,6.42,,,,
9,11-03-2011," ? 5,17,783.50 ",No,54.75,3.46,217.70,6.42,,,,
9,18-03-2011," ? 5,15,226.11 ",No,63.82,3.49,217.96,6.42,,,,
9,25-03-2011," ? 4,97,488.40 ",No,68.79,3.47,218.20,6.42,,,,
9,01-04-2011," ? 5,20,962.14 ",No,56.12,3.52,218.45,6.38,,,,
9,08-04-2011," ? 5,61,625.92 ",No,71.40,3.62,218.69,6.38,,,,
9,15-04-2011," ? 5,28,420.28 ",No,71.90,3.74,218.91,6.38,,,,
9,22-04-2011," ? 5,49,502.11 ",No,72.35,3.81,219.09,6.38,,,,
9,29-04-2011," ? 5,32,226.20 ",No,70.85,3.81,219.26,6.38,,,,
9,06-05-2011," ? 5,45,251.10 ",No,62.20,3.91,219.43,6.38,,,,
9,13-05-2011," ? 5,39,126.00 ",No,77.66,3.90,219.60,6.38,,,,
9,20-05-2011," ? 5,18,266.90 ",No,70.49,3.91,219.36,6.38,,,,
9,27-05-2011," ? 5,53,834.04 ",No,80.42,3.79,219.12,6.38,,,,
9,03-06-2011," ? 5,87,004.29 ",No,85.80,3.70,218.88,6.38,,,,
9,10-06-2011," ? 5,50,076.32 ",No,85.81,3.65,218.64,6.38,,,,
9,17-06-2011," ? 5,58,671.14 ",No,89.15,3.64,218.59,6.38,,,,
9,24-06-2011," ? 5,38,745.93 ",No,86.74,3.59,218.68,6.38,,,,
9,01-07-2011," ? 5,37,064.03 ",No,89.14,3.52,218.78,6.40,,,,
9,08-07-2011," ? 5,35,983.13 ",No,89.04,3.48,218.88,6.40,,,,
9,15-07-2011," ? 5,12,834.04 ",No,90.45,3.58,218.96,6.40,,,,
9,22-07-2011," ? 4,91,449.94 ",No,89.08,3.65,219.02,6.40,,,,
9,29-07-2011," ? 4,71,449.98 ",No,91.10,3.68,219.08,6.40,,,,
9,05-08-2011," ? 5,54,879.67 ",No,91.52,3.68,219.13,6.40,,,,
9,12-08-2011," ? 5,20,284.79 ",No,91.63,3.64,219.19,6.40,,,,
9,19-08-2011," ? 5,40,819.44 ",No,85.80,3.55,219.26,6.40,,,,
9,26-08-2011," ? 5,42,663.53 ",No,88.95,3.52,219.32,6.40,,,,
9,02-09-2011," ? 5,44,643.33 ",No,89.33,3.53,219.38,6.40,,,,
9,09-09-2011," ? 5,28,784.86 ",Yes,75.65,3.55,219.45,6.40,,,,
9,16-09-2011," ? 5,00,274.03 ",No,77.95,3.53,219.63,6.40,,,,
9,23-09-2011," ? 5,06,743.78 ",No,74.42,3.47,219.97,6.40,,,,
9,30-09-2011," ? 5,08,567.04 ",No,78.45,3.36,220.32,6.40,,,,
9,07-10-2011," ? 5,53,836.98 ",No,72.62,3.29,220.66,6.05,,,,
9,14-10-2011," ? 5,29,515.66 ",No,67.27,3.27,220.98,6.05,,,,
9,21-10-2011," ? 5,57,075.21 ",No,65.46,3.35,221.15,6.05,,,,
9,28-10-2011," ? 5,48,527.49 ",No,63.96,3.37,221.32,6.05,,,,
9,04-11-2011," ? 5,97,855.07 ",No,54.46,3.33,221.48,6.05,,,,
9,11-11-2011," ? 5,94,574.12 ",No,58.28,3.30,221.65,6.05,,,,
9,18-11-2011," ? 5,42,414.27 ",No,58.80,3.31,221.88,6.05,,,,
9,25-11-2011," ? 8,14,753.50 ",Yes,54.32,3.24,222.14,6.05,,,,
9,02-12-2011," ? 6,13,115.21 ",No,46.84,3.17,222.40,6.05,,,,
9,09-12-2011," ? 6,30,327.28 ",No,37.65,3.16,222.66,6.05,,,,
9,16-12-2011," ? 7,05,557.97 ",No,47.31,3.16,222.88,6.05,,,,
9,23-12-2011," ? 9,05,324.68 ",No,44.43,3.11,223.07,6.05,,,,
9,30-12-2011," ? 5,49,788.36 ",Yes,43.41,3.13,223.25,6.05,,,,
9,06-01-2012," ? 5,19,585.67 ",No,47.54,3.16,223.43,5.67,,,,
9,13-01-2012," ? 4,74,964.60 ",No,42.44,3.26,223.62,5.67,,,,
9,20-01-2012," ? 4,80,130.04 ",No,51.56,3.27,223.71,5.67,,,,
9,27-01-2012," ? 4,82,451.21 ",No,49.38,3.29,223.81,5.67,,,,
9,03-02-2012," ? 5,49,967.89 ",No,54.43,3.36,223.90,5.67,,,,
9,10-02-2012," ? 6,09,736.12 ",Yes,44.03,3.41,224.00,5.67,,,,
9,17-02-2012," ? 6,58,965.05 ",No,43.81,3.51,224.16,5.67,,,,
9,24-02-2012," ? 5,63,578.79 ",No,53.67,3.56,224.37,5.67,,,,
9,02-03-2012," ? 6,19,498.28 ",No,57.20,3.63,224.59,5.67,,,,
9,09-03-2012," ? 5,74,955.95 ",No,54.03,3.67,224.80,5.67,,,,
9,16-03-2012," ? 5,50,373.57 ",No,59.94,3.73,224.96,5.67,,,,
9,23-03-2012," ? 5,50,791.32 ",No,58.79,3.79,225.03,5.67,,,,
9,30-03-2012," ? 5,74,985.37 ",No,67.87,3.85,225.11,5.67,,,,
9,06-04-2012," ? 6,77,885.99 ",No,68.83,3.89,225.18,5.54,,,,
9,13-04-2012," ? 5,78,539.86 ",No,69.19,3.89,225.26,5.54,,,,
9,20-04-2012," ? 5,42,819.03 ",No,68.04,3.88,225.31,5.54,,,,
9,27-04-2012," ? 5,50,414.99 ",No,73.07,3.81,225.37,5.54,,,,
9,04-05-2012," ? 5,86,289.08 ",No,78.98,3.75,225.42,5.54,,,,
9,11-05-2012," ? 5,92,572.30 ",No,70.94,3.69,225.48,5.54,,,,
9,18-05-2012," ? 5,71,463.93 ",No,69.52,3.63,225.49,5.54,,,,
9,25-05-2012," ? 5,47,226.00 ",No,79.69,3.56,225.49,5.54,,,,
9,01-06-2012," ? 5,83,648.59 ",No,80.26,3.50,225.49,5.54,,,,
9,08-06-2012," ? 5,82,525.42 ",No,78.91,3.45,225.49,5.54,,,,
9,15-06-2012," ? 5,64,606.10 ",No,82.21,3.39,225.51,5.54,,,,
9,22-06-2012," ? 5,62,173.12 ",No,81.05,3.35,225.55,5.54,,,,
9,29-06-2012," ? 5,44,770.70 ",No,87.18,3.29,225.59,5.54,,,,
9,06-07-2012," ? 5,78,790.36 ",No,84.15,3.23,225.63,5.28,,,,
9,13-07-2012," ? 5,36,537.64 ",No,82.39,3.26,225.68,5.28,,,,
9,20-07-2012," ? 5,13,991.57 ",No,83.39,3.31,225.69,5.28,,,,
9,27-07-2012," ? 4,95,951.00 ",No,86.41,3.41,225.70,5.28,,,,
9,03-08-2012," ? 5,33,887.54 ",No,90.23,3.42,225.71,5.28,,,,
9,10-08-2012," ? 5,38,713.47 ",No,88.66,3.49,225.72,5.28,,,,
9,17-08-2012," ? 5,35,153.47 ",No,86.37,3.57,225.80,5.28,,,,
9,24-08-2012," ? 5,72,887.78 ",No,77.90,3.62,225.94,5.28,,,,
9,31-08-2012," ? 5,76,879.15 ",No,80.71,3.64,226.07,5.28,,,,
9,07-09-2012," ? 5,65,812.29 ",Yes,87.93,3.73,226.21,5.28,,,,
9,14-09-2012," ? 5,23,427.35 ",No,73.55,3.72,226.36,5.28,,,,
9,21-09-2012," ? 5,33,756.88 ",No,69.92,3.72,226.56,5.28,,,,
9,28-09-2012," ? 5,16,361.06 ",No,76.80,3.67,226.76,5.28,,,,
9,05-10-2012," ? 6,06,755.30 ",No,66.61,3.62,226.97,4.95,,,,
9,12-10-2012," ? 5,58,464.80 ",No,60.09,3.60,227.17,4.95,,,,
9,19-10-2012," ? 5,42,009.46 ",No,68.01,3.59,227.21,4.95,,,,
9,26-10-2012," ? 5,49,731.49 ",No,69.52,3.51,227.23,4.95,,,,
10,05-02-2010," ? 21,93,048.75 ",No,54.34,2.96,126.44,9.77,,,,
10,12-02-2010," ? 21,76,028.52 ",Yes,49.96,2.83,126.50,9.77,,,,
10,19-02-2010," ? 21,13,432.58 ",No,58.22,2.92,126.53,9.77,,,,
10,26-02-2010," ? 20,06,774.96 ",No,52.77,2.83,126.55,9.77,,,,
10,05-03-2010," ? 19,87,090.09 ",No,55.92,2.88,126.58,9.77,,,,
10,12-03-2010," ? 19,41,346.13 ",No,52.33,3.03,126.60,9.77,,,,
